para_id,source_doc_id,para_index,source_title,human_paragraph,ai_paragraph,generation_success
232878,18758,0,의존성 지옥,의존성 지옥(dependency hell)은 특정 버전의 기타 소프트웨어 패키지에 의존성이 있는 소프트웨어 패키지를 설치한 일부 소프트웨어 사용자들의 실망감을 표현하는 용어이다.,의존성 지옥(dependency hell)은 특정 버전의 다른 소프트웨어 패키지에 의존하는 소프트웨어 패키지를 설치한 일부 사용자의 실망감과 좌절을 표현하는 용어이다.,True
232879,18758,1,의존성 지옥,"일부 기타 패키지가 의존성이 있으나 공유 패키지의 각기 다른, 비호환 버전에 의존하는 공유 패키지나 라이브러리에서 의존성 문제가 발생한다. 공유 패키지나 라이브러리가 단일 버전에서만 설치될 수 있는 경우 사용자는 더 새로운 또는 더 낮은 버전의 의존 패키지를 취득함으로써 문제를 해결할 필요가 있다. 즉, 다른 의존성을 망가트리고 다른 집합의 패키지로 문제를 키울 수 있다.","다른 다른 모듈이 의존성을 갖고 있지만, 공유 패키지나 라이브러리가 서로 다른, 비호환 버전에 의존할 때 의존성 충돌이 발생한다. 공유 패키지나 라이브러리가 특정 버전만 설치 가능하면, 사용자는 보다 새로운 혹은 더 낮은 버전의 의존 패키지를 확보해 문제를 해결해야 한다. 결국 이는 다른 의존성을 깨뜨리고, 다른 패키지 집합으로 문제를 확대시킬 수 있다.",True
232880,18758,2,의존성 지옥,"응용 프로그램이 의존하고 있는 라이브러리가 다른 라이브러리에 의존하고, 그 라이브러리가 또 다른 라이브러리에 의존하고, 이것이 계속 이어지는 경우. 사용자는 응용 프로그램을 설치하기 위해 라이브러리를 설치해야 하며, 그 라이브러리를 설치하기 위해 다른 라이브러리를 설치해야 하는 작업을 계속해야 한다.","응용 프로그램의 의존성 체인이 다른 라이브러리로 이어지고, 그 라이브러리 역시 또 다른 라이브러리를 요구하며, 이러한 의존성은 계속해서 연쇄적으로 확장된다. 사용자는 응용 프로그램을 설치하려면 필요한 라이브러리를 먼저 설치해야 하며, 그 라이브러리를 설치하기 위해서는 추가적인 라이브러리 설치가 필수적인 과정을 반복해야 한다.",True
232881,18758,3,의존성 지옥,"""응용 프로그램 1""이 ""가 라이브러리 1.0""에 의존하고, ""응용 프로그램 2""가 ""가 라이브러리 1.1""에 의존하는 동시에, 서로 다른 버전의 ""가 라이브러리""가 동시에 설치될 수 없는 경우. ""응용 프로그램 1""과 ""응용 프로그램 2""는 동시에 실행되거나, 심지어 동시에 설치될 수 없다.","응용 프로그램 1은 ""가 라이브러리 1.0""에 의존하며, 반면 응용 프로그램 2는 ""가 라이브러리 1.1""에 의존하는 상황에서, 서로 다른 버전의 ""가 라이브러리""가 동시에 설치될 수 없는 경우가 발생한다.  
응용 프로그램 1과 응용 프로그램 2는 동시에 실행되거나, 심지어 동시에 설치될 수 없다.",True
232882,18758,4,의존성 지옥,"""응용 프로그램 1""이 ""응용 프로그램 2""에 의존하고, ""응용 프로그램 2""가 ""응용 프로그램 1""에 의존하는 경우. ""라이브러리 1.0""에 의존하는 ""패키지 관리자 1""이 ""라이브러리 1.0""의 버전을 업그레이드하는 도중에 달라진 버전 때문에 작동을 멈춘 경우를 예로 들 수 있다.","응용 프로그램 1이 응용 프로그램 2에 의존하고, 반대로 응용 프로그램 2가 응용 프로그램 1에 의존하는 경우.  
또한, ‘라이브러리 1.0’에 의존하는 ‘패키지 관리자 1’이 라이브러리 버전을 업그레이드하면서 새 버전으로 인해 정상적으로 동작하지 못하는 경우를 예로 들 수 있다.",True
260468,20972,0,마이크 소샤,"마이클 로리 소샤(Michael Lorri Scioscia, 1958년 11월 27일 ~ )는 전 메이저 리그 베이스볼 로스앤젤레스 다저스에서 뛰던 포수이며, 로스앤젤레스 에인절스 오브 애너하임의 감독이었다.","마이클 로리 소샤(Michael Lorri Scioscia, 1958년 11월 27일 ~ )는 전 메이저 리그 베이스볼에서 로스앤젤레스 다저스에 포수로 뛰었으며, 로스앤젤레스 에인절스 오브 애너하임의 감독이었다.",True
260469,20972,1,마이크 소샤,그는 2000년 시즌 이래 그 직위를 맡았고 현재 메이저 리그 베이스볼 역사상 장기적 감독이다. 선수로서 소샤는 1980년 로스앤젤레스 다저스와 함께 자신의 메이저 리그 데뷔를 하였다. 그는 13년간의 메이저 리그 베이스볼 경력에 다저스와 함께 2회의 올스타 경기에 선발되었고 2회의 월드 시리즈를 우승하였다. 그는 자신 경력의 후반에 샌디에이고 파드리스와 텍사스 레인저스에 의하여 계약이 맺어졌으나 부상으로 인하여 아무 팀을 위하여 메이저 리그 경기에 나오지 않았다.,"그는 2000년 시즌 이후 그 직위를 맡았고, 현재 메이저 리그 베이스볼 역사상 장기적 감독이다. 소샤는 선수로서 1980년 로스앤젤레스 다저스와 함께 자신의 메이저 리그 데뷔를 하였다. 그는 13년간의 메이저 리그 베이스볼 경력에 다저스와 함께 2회의 올스타 경기에 선발되었고 2회의 월드 시리즈를 우승하였다. 그는 자신 경력의 후반에 샌디에이고 파드리스와 텍사스 레인저스에 의하여 계약이 맺어졌으나 부상으로 인하여 아무 팀을 위하여 메이저 리그 경기에 나오지 않았다.",True
260470,20972,2,마이크 소샤,"자신의 선수 경력이 끝난 후, 소샤는 1999년 시즌 이후에 에인절스의 감독으로 기용되기 전에 다저스 기구에서 마이너 리그 감독과 메이저 리그 코치로서 몇몇의 시즌을 보냈다. 감독으로서 소샤는 2002년 에인절스를 월드 시리즈 우승 팀으로 이끌었다. 그는 우승, 감독을 맡은 경기들과 디비전 타이틀들에서 에인절스의 사상 감독 지도자이다. 소샤는 2002년과 2009년 공식 ""올해의 아메리칸 리그 감독"" 상과 함께 명예가 주어졌다. 2011년 5월 8일 소샤는 1000개 혹은 그 이상의 경기들을 우승하는 데 56번째 감독이 되었고, 하나의 팀과 함께 1000개 혹은 그 이상의 승리들을 가지는 데 23번째가 되었다.","선수 경력을 마친 뒤, 소샤는 1999년 시즌 이전에 에인절스 감독이 임명되기 전, 다저스 조직에서 마이너 리그 감독과 메이저 리그 코치로서 몇 개 시즌을 보냈다. 감독으로서 소샤는 2002년에 에인절스를 월드 시리즈 우승팀으로 이끌었다. 그는 우승과 감독을 맡은 경기들, 디비전 타이틀 등에서 에인절스의 사상 가장 성공적인 감독이다. 소샤는 2002년과 2009년에 공식 '올해의 아메리칸 리그 감독' 상을 수상하며 명예가 주어졌다. 2011년 5월 8일, 소샤는 1,000경기 이상의 승리를 거둔 감독으로서 56번째에 해당되었고, 하나의 팀과 함께 1,000경기 이상의 승리 수를 기록한 감독으로서 23번째가 되었다.",True
260471,20972,3,마이크 소샤,"1976년 아마추어 드래프트의 1번째 라운드에서 로스앤젤레스 다저스에 의하여 드래프트된 마이크 소샤는 1980년 다저스를 위한 데뷔를 하고, 팀을 위하여 12년간 활약하였다. 다저스의 감독 토미 라소다는 1976년 필라델피아 외곽들에 위치한 스프링필드 고등학교의 밖으로 팀이 그를 드래프트한 후에 다저스와 계약을 맺는 데 그에게 도움을 주었다. 소샤는 1981년 신인 선수 센세이션 페르난도 발렌수엘라와 함께 좀더 수월한 하는 데 순서에서 스페있어를 배우는 노력을 만들면서 하로 자신을 평할샤모ㅎ만들어만 다99샌디에이고 파드리스로 갔으나 그해의 봄 훈련 기간 동안에 회전근이 찢어져 팀을 위한 정규 시즌의 경기들에서 활약하지 않았다. 부상으로부터 경기에 돌아오는 시도에 실패한 후, 1994년 텍사스 레인저스와 함께자신의 경력을 폐문하여 또다시 그해에 아무 정규 시즌 경기들에 나오지 않았다.","1976년 아마추어 드래프트 1라운드에서 로스앤젤레스 다저스에게 선발된 마이크 소샤는 1980년에 다저스를 위해 데뷔했으며, 팀을 위해 12년간 활약하였다. 다저스 감독 토미 라소다는 1976년 필라델피아 근교에 위치한 스프링필드 고등학교에서 팀이 그를 드래프트한 뒤, 다저스와 계약 체결을 위한 지원을 주었다. 소샤는 1981년 신인 선수 센세이션을 자랑하는 페르난도 발렌수엘라와 같이 수련하며 새로운 방식을 익혔지만, 99번 번호 없이 샌디에이고 파드리스로 이적한 후 그해 봄 훈련 기간에 회전근이 찢어져 정규 시즌 경기에서 활약하지 않았다. 부상에서 복귀를 시도하였으나 실패한 뒤, 1994년에 텍사스 레인저스와 함께 자신의 경력을 마감하며 같은 해 정규 시즌 경기에 출전하지 않았다.",True
260472,20972,4,마이크 소샤,"독점적으로 포수로 6 피트 2 인치, 230 파운드의 소샤는 첫째로 자신의 방어로 알려졌다. 전 다저스 부회장 앨 캠퍼니스는 소샤가 그의 46년간 야구 경력에 보인 그를 한번 최고의 포수라고 불렀다. 1985년 7월 세인트루이스 카디널스의 강타자 잭 클라크와 하나의 충돌에서 소샤는 의식을 잃었으나 아직도 공을 잡았다.","소샤는 6피트 2인치, 230파운드의 몸집을 가진 독점적인 포수로서, 그의 탁월한 방어 능력으로 가장 먼저 알려졌다.  
전 다저스 부회장 앨 캠퍼니스는 소샤가 46년간의 야구 경력에 보여준 뛰어난 스킬을 한 번에 최고의 포수라고 칭명했다.  
1985년 7월, 세인트루이스 카디널스의 강타자 잭 클라크와의 충돌로 소샤는 의식을 잃었지만, 여전히 공을 꼭 잡았다.",True
260473,20972,5,마이크 소샤,"소샤의 본루를 막고 척살을 만드는 기술은 대부분의 포수들에 의하여 고용된 전통적 매너로부터 서서히 변하였다. 척살을 응용할 때 대부분의 포수들은 자신들의 맨손으로 공을 잡고, 그 손과 함께 그러고나서 양손과 함께 척살을 응용하는 데 포수들의 미트의 안으로 들어온다. 소샤는 오히려 자신의 맨손의 이용을 만들지 않고 자신의 미트에서 공을 잡는 것을 좋아하였다. 그는 자신 선수 경력의 대부분을 위하여 똑같은 포수의 미트를 이용하였다.","소샤의 본루를 차단하고 척살을 선보이는 기술은 대부분의 포수들에 의해 채택된 전통적인 매너에서 서서히 진화하였다. 척살을 적용할 때 대부분의 포수들은 맨손으로 공을 잡고, 그 손으로부터 이어져 양손 반대편으로 척살을 실전에서 활용하며, 이는 포수들의 미트 내부로 내려온다. 소샤는 오히려 맨손을 사용하지 않고 미트에서 공을 잡는 것을 선호하였다. 그는 선수 경력의 대부분 동안 동일한 포수의 미트를 활용하였다.",True
260474,20972,6,마이크 소샤,"참으로 소샤는 자신의 내구력으로 알려졌다. 회전근이 찢어져 1983년 시즌의 대부분을 놓친 후, 소샤는 다저스와 함께 자신의 경력 나머지를 위하여 각각 시즌의 100개 이상의 경기들에서 활약하였다. 방어적으로 소샤는 정통적으로 현란하지 않았으나 그는 완고한 접촉 타자로 알려져 자신 경력의 코스에 한번 여러 14개의 타수보다 적게 스트라이크아웃 시켰다. 접촉을 만드는 그의 능력의 이유로 그는 어쩌다 타구 순서에서 2루 타자로서 이용되었다. 그는 특히 1985년 방어에 강한 시즌을 가졌으며 .296점을 타구하여 출루율에서 내셔널 리그 2위를 하였다.","AI가 정리한 바로는, 참으로 소샤는 자신의 내구력으로 알려졌다. 회전근이 찢어져 1983년 시즌의 대부분을 놓친 후, 소샤는 다저스와 함께 자신의 경력 나머지에 대해 각각 시즌의 100개 이상의 경기들에서 활약하였다. 방어적으로 소샤는 정통적으로 현란하지 않았으나 그는 완고한 접촉 타자로 알려져 자신 경력의 코스에 한번 여러 14개의 타수보다 적게 스트라이크아웃 시켰다. 접촉을 만드는 그의 능력의 이유로 그는 가끔 타구 순서에서 2루 타자로 이용되었다. 그는 특히 1985년 방어에 강한 시즌을 가졌으며 .296점을 타구하여 출루율에서 내셔널 리그 2위를 하였다.",True
260475,20972,7,마이크 소샤,소샤는 1988년 내셔널 리그 챔피언십 시리즈에의 4번째 경기에서 뉴욕 메츠의 드와이트 구든을 상대로 경기를 동점 매긴 홈런을 치기도 하였다. 다저스가 여분의 회들에서 그 경기를 우승하면서 소샤의 돌풍은 그 시리즈에서 다저스가 최후적으로 우세하는 데 결정적을 증명하였다.,소샤는 1988년 내셔널 리그 챔피언십 시리즈의 4번째 경기에서 뉴욕 메츠의 드와이트 구든을 상대로 경기 점수를 동등하게 맞춘 홈런을 치기도 하였다. 다저스가 추가적인 회에서 그 경기를 승리함으로써 소샤의 멋진 퍼포먼스는 그 시리즈에서 다저스가 최후적으로 우세하게 되는 데 결정적 역할을 증명하였다.,True
260476,20972,8,마이크 소샤,"소샤는 1981년과 1988년 월드 시리즈 우승 팀에 중요한 선수였고 경기 포구에서 다저스의 사상 지도자이다. 1990년 소샤는 명예의 전당 헌액자 로이 캄파넬라 이래 올스타 경기에서 출발하는 데 첫 다저스 포수가 되었다. 1988년 다저 팀으로부터 소샤의 동료 선수 알프레도 그리핀은 현재 로스앤젤레스 에인절스 오브 애너하임과 함께 소샤의 코치 직원이다. 소샤는 자신 경력의 마지막으로 샐러리에서 한해에 2백 18만 3천 3백 33 달러 만큼, 자신 경력에 비공식적 1천 1만 9천 9백 99 달러를 벌었다.","소샤는 1981년과 1988년 월드 시리즈에서 각각 우승을 차지한 다저스 팀의 핵심 멤버로 활약했으며, 경기 포기에 있어 다저스의 부서별 전략을 주도하는 사상 지도자이다. 1990년에 소샤는 오랜 유적이 있는 명예의 전당 헌액자 로이 캄파넬라 이후 처음으로 올스타 경기에서 출발한 다저스 포수로 기록되었다. 1988년 다저스 팀에서 함께 뛰던 소샤의 동료 선수 알프레도 그리핀은 현재 로스앤젤레스 에인절스와 협업하며 소샤의 코치 부서에 소속되어 있다. 소샤는 정규 경력의 마지막 시즌에 한 해 동안 218,333달러의 급여를 받았으며, 비공식적인 수입으로 111,999달러를 추가적으로 벌어 들여서 총 수입이 330,332달러로 기록됐다고 했다.",True
260477,20972,9,마이크 소샤,"소샤는 자신 경력에서 2명의 무안타자들을 잡았으며, 1990년 6월 29일 페르난도 발렌수엘라 대 카디널스, 1992년 8월 17일 케빈 그로스 대 샌프란시스코 자이언츠에 의하여 던져졌다. 그는 자신의 경력 동안에 136개의 스트라이크아웃을 잡아 메이저 리그 포수들 중에 사상 4위로 들어왔다. 소샤는 자신의 선수 경력의 대부분을 위하여 똑같은 포수의 미트를 이용하였다.","소샤는 자신의 경력에서 2명의 무안타자들을 잡았으며, 1990년 6월 29일 페르난도 발렌수엘라가 카디널스에 무안타를 던진 경기와 1992년 8월 17일 케빈 그로스가 샌프란시스코 자이언츠에 무안타를 던진 경기에서 포수한 뒤, 그 게임들은 모두 해당 선수에 의해 던져졌다. 그는 자신의 경력 동안에 136개의 스트라이크아웃을 잡아 메이저 리그 포수들 중에 사상 4위로 들어왔다. 소샤는 자신의 선수 경력의 대부분을 위하여 똑같은 포수의 미트를 이용하였다.",True
260478,20972,10,마이크 소샤,로스앤젤레스 에인절스 오브 애너하임.,로스앤젤레스 에인절스는 애너하임에 기반을 둔 프로 야구팀입니다.,True
260479,20972,11,마이크 소샤,"다저스 기구에서 코치로서 몇몇의 해를 보낸 후, 테리 콜린스와 조 매던의 후기 시즌 사임에 이어 1999년 시즌 이후에 소샤는 에인절스의 새 총지배인 빌 스톤먼에 의하여 에인절스의 감독으로 기용되었다. 소샤는 2006년 매든이 탬파베이 데블 레이스와 자신의 감독 직위를 받을 때까지 매든을 수석 감독으로 유지하려고 하였다.","다저스 기구에서 코치로 몇 년을 보낸 뒤, 테리 콜린스와 조 매던의 후기 시즌 사임을 배경으로 1999년 시즌이 끝난 뒤 소샤는 새 총지배인 빌 스톤먼에 의해 에인절스의 감독으로 기용되었다. 소샤는 2006년 매든이 탬파베이 데블 레이스와 함께 감독 직위를 넘겨받을 때까지 매든을 수석 감독으로 유지하려고 하였다.",True
260480,20972,12,마이크 소샤,"스톤먼과 소샤의 지도 아래 에인절스는 2002년 자신들의 16년간 플레이오프 부족을 끝내고, 소샤의 전 다저스 동료 선수 더스티 베이커가 감독을 맡은 샌프란시스코 자이언츠를 상대로 에인절스를 맞붙게 한 시리즈로 최후적으로 프랜차이즈의 첫 월드 시리즈를 우승하였다. 시리즈를 우승하면서 소샤는 선수와 감독 둘다로서 월드 시리즈를 우승하는 데 17번째 사람이 되었다.","스톤먼과 소샤의 지도 아래 에인절스는 2002년에 16년간 플레이오프에 못 나가던 고통을 끝내고, 소샤의 전 다저스 동료이자 거장 선수 더스티 베이커가 감독을 맡은 샌프란시스코 자이언츠와 맞붙는 시리즈를 통해 결국 프랜차이즈 최초의 월드 시리즈를 우승하였다. 시리즈에서 우승한 소샤는 선수와 감독 두 역할을 모두 수행하며, 월드 시리즈 우승에 성공한 17번째 인물이 되었다.",True
260482,20972,14,마이크 소샤,"소샤는 아메리카 야구 작가 협회에 의하여 ""올해의 아메리칸 리그 감독""으로 명예가 주어졌다. 그는 또한 스포팅 뉴스, USA 투데이 주간 스포츠와 니그로 리그 베이스볼 박물관에 의하여 2002년의 아메리칸 리그 감독으로 임명되기도 하였다. 그는 더욱 나아가서 베이스볼 아메리카에 의하여 ""올해의 메이저 리그 감독""으로 임명되었다.","소샤는 아메리카 야구 작가 협회에 의하여 “올해의 아메리칸 리그 감독”으로 명예가 주어졌다. 그는 또한 스포팅 뉴스, USA 투데이 주간 스포츠와 니그로 리그 베이스볼 박물관에 의하여 2002년의 “올해의 아메리칸 리그 감독”으로 임명되기도 하였다. 그는 더욱 나아가서 베이스볼 아메리카에 의하여 “올해의 메이저 리그 감독”으로 임명되었다.",True
260483,20972,15,마이크 소샤,"소샤 아래의 에인절스는 6년 도안에 아메리칸 리그 서부 디비전을 우승하여 프랜차이즈 역사상 보이지 않은 온필드 성공의 기간을 즐기려 하였다. 소샤의 에인절스는 2002년 99개의 우승과 함께 프랜차이즈의 단 하나의 시즌을 우승한 기록을 깨고, 다시 2008년 100개의 우승과 함께 기록을 깼다. 하지만 자신들의 추억적인 2002년 이래 아직 다른 아메리칸 리그 페넌트 혹은 월드 시리즈를 이기지 않았다.","소샤 아래의 에인절스는 6년 도안에 아메리칸 리그 서부 디비전을 우승하여 프랜차이즈 역사상 보이지 않은 온필드 성공 기간을 즐기려 하였다. 소샤의 에인절스는 2002년에 99개의 우승과 함께 프랜차이즈의 단 하나의 시즌을 우승한 기록을 깨고, 다시 2008년에 100개의 우승과 함께 기록을 깼다. 하지만 자신들의 추억적인 2002년 이래 아직 다른 아메리칸 리그 페넌트 혹은 월드 시리즈를 이기지 않았다.",True
260484,20972,16,마이크 소샤,"소샤는 우승과 감독을 맡은 경기들에서 현재 에인절스의 사상 지도자이며, 2007년과 2008년 각각 둘다의 범주들에서 원래 감독 빌 리그니의 총계를 넘었다. 그는 또한 메이저 리그 베이스볼에서 장기적 감독이기도 하다. 2009년 1월 그는 자신의 계약에 다수해의 연장을 받아 그의 전 계약은 2010년 시즌을 통하여 딜려졌다. 추가적 해들의 수는 10년으로서 공공적으로 공고된 이 계약을 통하여 2018년을 통할 새 계약인 메이저 리그 베이스볼에 의하여 확증되었다. 소샤는 아메리카 야구 작가 협회에 의하여 ""올해의 아메리칸 리그 메이저 리그 감독""으로 명예가 주어졌다.","소샤는 우승을 거두고 감독을 맡은 경기들에서 현재 에인절스의 사상 지도자 역할을 수행하며, 2007년과 2008년 각각의 대회에서 원래 감독 빌 리그니의 총합을 초과했다.  
또한 그는 메이저 리그 베이스볼에서 오랜 기간 동안 감독을 역임했다.  
2009년 1월, 그는 다수 해를 추가한 계약 연장을 받아 기존 계약은 2010년 시즌을 거쳐 소멸되었다.  
추가로 체결된 기간은 10년이며, 이 계약은 공개적으로 발표되어 2018년까지 유효한 새로운 계약으로 메이저 리그 베이스볼에 의해 확정되었다.  
소샤는 아메리카 야구 작가 협회에 의해 '올해의 아메리칸 리그 메이저 리그 감독'이라는 영예를 받았다.",True
260485,20972,17,마이크 소샤,소샤는 자신의 10개의 시즌들의 6개에서 플레이오프들에 도달하는 데 첫 감독이 되었다. 2011년 5월 8일 에인절스는 클리블랜드 인디언스를 꺾어 메이저 리그 감독으로서 소샤의 1000번째 우승을 기록하였다.,"소샤는 10개 시즌 중 6개에서 플레이오프에 진출한 최초의 감독이 되었다. 2011년 5월 8일, 에인절스가 클리블랜드 인디언스를 제치고 메이저리그 감독으로서 소샤의 1000번째 승리를 기록하였다.",True
260486,20972,18,마이크 소샤,"2012년 미키 해처가 팀의 타구 코치의 활약으로부터 해고를 당할 때 소샤의 에인절스의 총지배인 제리 디포토 사이에 열극이 개발되었다. 2013년 시즌 이후에 에인절스가 디포토 혹은 소샤를 대체할 것 같은 소문들에 불구하고, 모레노는 2014년 시즌을 위하여 에인절스로 둘다 돌아오리라고 공고하였다.","2012년 미키 해처가 팀의 타구 코치로부터 해고를 당한 시점에서 소샤의 에인절스와 총지배인 제리 디포토 사이에 긴장감이 싹텀 생겼다. 2013 시즌 이후에도 에인절스가 디포토 혹은 소샤를 대체할 것이라는 루머가 돌았음에도 불구하고, 모레노는 2014 시즌을 위해 에인절스로 두 선수를 모두 복귀시킬 것이라고 공고하였다.",True
260487,20972,19,마이크 소샤,2015년 시즌 동아에 디포토와 소샤 사이의 긴장이 지속되어 소샤와 그의 코치들이 디포토와 본부에 의하여 개발된 통계적인 보고들을 자신들의 선수들에게 전달하였다. 디포토는 7월 1일에 사임하였다. 전 에인절스의 총지배인 빌 스톤먼이 중간기의 총지배인으로 기용되었다.,2015년 시즌 동아에서 디포토와 소샤 사이의 긴장이 지속되면서 소샤와 그의 코치들은 디포토와 본부가 개발한 통계적으로 정제된 보고서를 선수들에게 배포하였다. 디포토는 7월 1일에 사임하였다. 전 에인절스 총지배인 빌 스톤먼은 중간기 동안 총지배인으로 기용되었다.,True
260488,20972,20,마이크 소샤,"다저스와 계약을 맺은 후, 자신의 경력 초기에 소샤는 자신이 컴퓨터학 학위를 취득한 펜실베이니아 주립 대학교에서 수학한 한산기를 보냈다. 소샤와 그의 부인 앤은 2명의 자식들 - 아들 매슈와 딸 테일러를 두었다. 그들은 캘리포니아주 웨스트레이크 빌리지에 거주하고 있다. 앤은 다저 스타디움으로 그에게 쿠키들을 가져오면서 유명하게 마이크를 만났다.","다저스와 계약을 맺은 후, 소샤는 자신의 경력 초기 단계에서 펜실베이니아 주립대학에서 컴퓨터학 학위를 취득한 뒤, 학업과 연구를 병행하며 인생의 한 페이지를 기록해 보냈다. 소샤와 그의 부인 앤은 2명의 자식인 아들 매슈와 딸 테일러를 두었으며, 가족의 소망을 실천해 왔다. 그들은 캘리포니아주의 웨스트레이크 빌리지에 거주하고 있으며, 평화로운 일상을 즐기고 있다. 앤은 다저 스타디움에 가서 그에게 쿠키를 가져다 주면서, 그곳에서 유명한 마이크를 만났다.",True
260489,20972,21,마이크 소샤,노트르담 대학교를 위하여 야구를 한 매슈는 2011년 메이저 리그 베이스볼 드래프트에 의하여 45번째 라운드에서 선발되었다. 그는 6월 20일에 계약을 맺어 AZL 에인절스로 임명되었다. 그는 2014년 3월 20일 웨인 그레츠키의 아들 트레버 그레츠키를 위하여 시카고 컵스로 이적되었다. 그는 6월 14일 윈디시티 선더볼츠에 의하여 나오게 되었다.,"노트르담 대학교에서 야구를 즐겼던 매슈는 2011년 메이저 리그 베이스볼 드래프트에서 45번째 라운드에 선발되었다. 그는 6월 20일에 계약을 체결하고 AZL 에인절스에 배정되었다. 2014년 3월 20일, 그는 웨인 그레츠키의 아들 트레버 그레츠키를 위해 시카고 컵스로 이적하였다. 6월 14일에는 윈디시티 선더볼츠에서 계약이 종료되어 나오게 되었다.",True
268565,21609,0,지구 유사도 지수,"지구 유사도 지수(, ESI)는 행성이 지구와 얼마나 닮았는가를 나타내는 수치로, 0부터 1까지로 정의되며 1에 가까울수록 지구와 유사함을 나타낸다. 지구 유사도 지수는 커다란 자료 속에서 행성들을 쉽게 분류하기 위해 고안되었으며, 수치가 높다고 행성 거주가능성이 무조건 높은 것은 아니다.","지구 유사도 지수(ESI)는 행성이 지구와 얼마나 닮았는지를 수치로 나타내어 0에서 1까지 정의되며, 1에 가까울수록 지구와의 유사도가 높음을 의미한다. 이 지수는 방대한 데이터 속에서 행성들을 분류하기 위해 설계되었지만, 수치가 높다고 해서 행성의 거주 가능성이 무조건 높은 것은 아니다.",True
268566,21609,1,지구 유사도 지수,2011년 처음 제안된 지구 유사도 지수는 브레이-커티스 비유사도를 사용한다. 어떤 성질 formula_1에 대한 지구 유사도 지수는 다음과 같이 나타낼 수 있다.,2011년에 처음 제안된 지구 유사도 지수는 브레이-커티스 비유사도를 활용하여 정의된다. 특정 성질 formula_1에 대해 지구 유사도 지수는 아래와 같이 표현될 수 있다.,True
268567,21609,2,지구 유사도 지수,"최종적으로, 지구 유사도 지수는 다음으로 정의된다.","최종적으로, 지구 유사도 지수는 다음과 같이 정의된다.",True
268568,21609,3,지구 유사도 지수,"외계 행성의 경우에는 보통 시선속도법이나 통과법으로 발견되는데, 이러한 경우에는 행성의 공전 주기만 직접 알아낼 수 있고, 나머지 물리량은 추정에 불과하다. 예를 들어, 행성의 표면 온도는 조석 가열, 반사율, 온실 효과 등에 의해 변화하지만, 현재 외계 행성에서 이 값을 알아낼 수 없기 때문에, 행성 평형 온도를 대신 사용한다.","외계 행성은 보통 시선속도법이나 통과법으로 발견되는데, 이러한 탐지 방법을 통해 알 수 있는 것은 행성의 공전 주기뿐이며 나머지 물리량은 추정에 불과하다. 예를 들어, 행성의 표면 온도는 조석 가열, 반사율, 온실 효과 등에 의해 변화하지만, 현재 외계 행성에서는 이 값을 알아낼 수 없기 때문에 행성 평형 온도를 대신 사용한다.",True
268569,21609,4,지구 유사도 지수,"푸에르토리코 대학교에서 진행한 연구에서는, 외계 행성의 지구 유사도 지수를 다음 식으로 일반화하여 계산하였다.","푸에르토리코 대학교에서 수행한 연구에서는 외계 행성의 지구 유사도 지수를 보다 포괄적인 식으로 정리하고, 그 식에 따라 지수값을 계산하였다.",True
268570,21609,5,지구 유사도 지수,"여기서 formula_16은 사용된 성질의 개수이며, formula_17는 이론으로 유도할 수 없고 측정으로만 알아낼 수 있는 자유매개변수이다.","여기서 formula_16은 사용된 성질의 개수이며, formula_17은 이론으로 유도할 수 없고 오직 측정으로만 확인 가능한 자유매개변수이다.",True
268571,21609,6,지구 유사도 지수,"지구 유사도 지수의 개념이 등장한 이후, 태양계 천체와 외계 행성 일부에 대한 지구 유사도 지수가 지속적으로 계산되었고, 현재도 새로운 행성의 등장으로 계속 변화가 이루어지고 있다.","지구 유사도 지수라는 개념이 도입된 이후, 태양계 천체와 외계 행성 일부에 대한 지구 유사도 지수가 지속적으로 계산되었고, 현재도 새로운 행성의 등장으로 계속 변화가 이루어지고 있다.",True
268572,21609,7,지구 유사도 지수,밑 표에서 이름에 *이 붙은 행성은 행성의 존재나 성질이 확실하지 않음을 나타낸다.,밑 표에서 이름에 *이 붙은 행성은 그 존재와 성질이 확정되지 않았음을 나타낸다.,True
268573,21609,8,지구 유사도 지수,행성이 아닌 천체들의 지구 유사도.,지구와 유사한 특성을 지닌 행성 이외의 천체들을 탐색한다.,True
268574,21609,9,지구 유사도 지수,"지구 유사도 지수는 행성 이외에 위성, 왜행성, 소행성에 대해서도 계산할 수 있다. 보통 밀도와 온도가 낮기 때문에 지구 유사도 지수는 낮게 측정된다. 현재까지 타이탄만이 큰 대기를 가진 위성이고, 이오는 평균 온도는 낮으나 활발한 지질 활동으로 변화 폭이 크다.","지구와 유사한 특성을 측정하는 지구 유사도 지수는 행성 뿐 아니라 위성, 왜행성, 소행성에도 적용 가능하다. 채중과 온도가 낮은 천체들이 일반적이므로, 이 지수는 흔히 낮은 값을 보이는 경향이 있다. 지금까지 타이탄은 온화한 평균 온도에도 불구하고 대기량이 풍부하며 활발한 지질 활동 덕분에 기후 변동이 크게 나타난 유일한 사례다.",True
268575,21609,10,지구 유사도 지수,행성 거주가능성과의 관계.,"해당 요소는 행성 거주가능성에 결정적인 역할을 하며, 전반적인 환경과의 상호작용은 복합적이면서도 명확한 관계.",True
